,userid,version,sum_gamerounds,retention_1,retention_7
4346,482070,gate_30,54,True,False
4347,482217,gate_40,39,True,True
4348,482253,gate_40,81,True,True
4349,482368,gate_40,69,True,False
4350,482378,gate_30,6,False,False
4351,482415,gate_40,75,False,False
4352,482662,gate_30,824,True,True
4353,482729,gate_40,48,False,False
4354,483143,gate_30,23,True,False
4355,483317,gate_40,3,False,False
4356,483387,gate_30,8,False,False
4357,483511,gate_40,98,True,False
4358,483544,gate_40,29,False,False
4359,483565,gate_40,89,True,True
4360,483570,gate_40,22,True,False
4361,483733,gate_40,35,True,False
4362,483792,gate_40,9,False,False
4363,483804,gate_30,1,True,True
4364,483987,gate_40,2,False,False
4365,484095,gate_40,6,False,False
4366,484308,gate_40,14,False,False
4367,484362,gate_40,18,True,False
4368,484371,gate_30,6,False,False
4369,484447,gate_30,71,True,False
4370,484834,gate_30,36,True,False
4371,484877,gate_30,17,True,False
4372,485022,gate_30,1,False,False
4373,485106,gate_40,1,False,False
4374,485277,gate_30,1,False,False
4375,485952,gate_30,4,False,False
4376,486107,gate_40,11,False,True
4377,486112,gate_30,121,False,True
4378,486120,gate_30,51,True,False
4379,486154,gate_40,764,True,True
4380,486167,gate_40,2,False,False
4381,486460,gate_40,8,False,False
4382,486470,gate_40,571,True,True
4383,486545,gate_30,0,False,False
4384,486767,gate_30,3,False,False
4385,486830,gate_30,609,True,True
4386,486975,gate_40,215,True,True
4387,487023,gate_30,0,False,False
4388,487083,gate_40,46,True,False
4389,487131,gate_40,3,False,False
4390,487184,gate_30,33,True,False
4391,487401,gate_40,114,True,True
4392,487526,gate_30,17,False,False
4393,487621,gate_40,3,False,False
4394,487794,gate_30,8,False,False
4395,488020,gate_30,27,True,False
4396,488111,gate_40,35,False,False
4397,488127,gate_40,50,True,False
4398,488152,gate_40,3,True,False
4399,488369,gate_30,1,False,False
4400,488479,gate_30,30,True,False
4401,488671,gate_40,6,False,False
4402,488718,gate_30,23,True,False
4403,488726,gate_30,25,True,False
4404,488764,gate_30,38,True,False
4405,488802,gate_30,0,False,False
4406,489280,gate_40,0,False,False
4407,489285,gate_40,6,False,False
4408,489306,gate_30,187,False,False
4409,489410,gate_30,3,False,False
4410,489815,gate_30,99,True,False
4411,490000,gate_40,201,False,False
4412,490035,gate_30,15,False,False
4413,490062,gate_30,153,False,True
4414,490064,gate_30,1,False,False
4415,490068,gate_40,36,True,False
4416,490074,gate_40,4,True,False
4417,490463,gate_40,21,False,False
4418,490566,gate_30,32,False,False
4419,490779,gate_30,24,True,False
4420,490821,gate_30,1,False,False
4421,491191,gate_30,55,True,False
4422,491219,gate_40,1,False,False
4423,491392,gate_30,32,False,True
4424,491515,gate_40,49,False,False
4425,491889,gate_30,268,True,True
4426,492095,gate_30,8,True,False
4427,492117,gate_30,1,False,False
4428,492181,gate_30,3,False,False
4429,492295,gate_30,4,False,False
4430,492472,gate_40,51,True,False
4431,492743,gate_30,12,False,False
4432,492763,gate_30,39,True,True
4433,492970,gate_30,7,True,False
4434,493045,gate_30,13,True,False
4435,493066,gate_30,99,True,True
4436,493285,gate_40,4,False,False
4437,493476,gate_40,2,False,False
4438,493571,gate_40,56,True,False
4439,493790,gate_30,6,True,False
4440,493850,gate_30,3,False,False
4441,493875,gate_40,11,True,True
4442,493953,gate_40,4,False,False
4443,494003,gate_40,4,False,False
4444,494012,gate_40,1,False,False
4445,494167,gate_30,34,True,False
4446,494206,gate_30,78,True,False
4447,494523,gate_30,16,True,False
4448,494886,gate_30,15,False,False
4449,495051,gate_30,357,True,False
4450,495122,gate_30,129,True,False
4451,495258,gate_30,129,True,True
4452,495317,gate_40,7,False,False
4453,495497,gate_30,39,False,False
4454,495607,gate_40,144,True,False
4455,495760,gate_30,67,True,True
4456,495960,gate_30,13,True,False
4457,496061,gate_40,9,False,False
4458,496107,gate_40,2,False,False
4459,496187,gate_30,314,True,True
4460,496792,gate_30,10,True,False
4461,496821,gate_30,39,True,False
4462,496999,gate_40,21,True,False
4463,497081,gate_40,19,False,False
4464,497227,gate_40,55,True,False
4465,497620,gate_40,6,False,False
4466,497751,gate_30,28,True,False
4467,498496,gate_30,11,False,False
4468,498527,gate_30,4,True,False
4469,498685,gate_40,25,False,False
4470,498708,gate_30,77,False,False
4471,498768,gate_30,5,False,False
4472,498982,gate_30,82,True,False
4473,498984,gate_30,1,False,False
4474,499158,gate_40,101,False,True
4475,499191,gate_40,42,True,False
4476,499218,gate_40,42,False,False
4477,499348,gate_40,10,False,False
4478,499402,gate_30,146,True,False
4479,499510,gate_40,18,False,False
4480,499532,gate_40,34,False,False
4481,499713,gate_40,10,False,False
4482,499855,gate_40,3,False,False
4483,499866,gate_30,37,False,True
4484,499904,gate_40,17,False,False
4485,500170,gate_30,3,False,False
4486,500191,gate_40,81,True,False
4487,500279,gate_40,2,True,False
4488,500348,gate_40,84,True,False
4489,500353,gate_30,14,True,False
4490,500371,gate_40,61,True,False
4491,500444,gate_30,156,True,True
4492,500517,gate_40,84,True,False
4493,500527,gate_30,9,False,False
4494,500650,gate_40,3,True,False
4495,501005,gate_30,3,False,False
4496,501094,gate_30,14,False,False
4497,501236,gate_40,143,True,True
4498,501307,gate_40,124,True,True
4499,501388,gate_40,194,True,False
4500,501624,gate_30,6,False,False
4501,501644,gate_40,5,True,False
4502,501892,gate_40,202,True,True
4503,502426,gate_40,2,False,False
4504,502440,gate_30,8,True,False
4505,502460,gate_30,12,False,False
4506,502507,gate_40,355,True,True
4507,502672,gate_40,6,False,False
4508,502711,gate_40,182,True,True
4509,502885,gate_40,7,False,False
4510,503010,gate_40,1,False,False
4511,503029,gate_30,20,False,False
4512,503163,gate_30,43,True,False
4513,503278,gate_40,45,True,False
4514,503312,gate_30,6,False,False
4515,503322,gate_30,60,False,True
4516,503369,gate_40,3,True,False
4517,503655,gate_40,110,True,True
4518,503661,gate_30,18,False,False
4519,503739,gate_30,9,False,False
4520,503806,gate_30,1,False,False
4521,503907,gate_30,7,False,False
4522,504049,gate_30,17,False,False
4523,504197,gate_40,31,False,True
4524,504291,gate_30,253,False,True
4525,504554,gate_40,31,True,False
4526,504557,gate_40,10,True,False
4527,504571,gate_40,15,False,True
4528,504832,gate_40,0,False,False
4529,505007,gate_30,31,True,False
4530,505162,gate_40,3,False,False
4531,505336,gate_40,2,False,False
4532,505507,gate_40,42,True,False
4533,506434,gate_40,45,False,True
4534,506534,gate_40,19,False,False
4535,506543,gate_40,47,True,True
4536,506680,gate_40,72,True,False
4537,506788,gate_30,0,False,False
4538,506898,gate_40,10,False,False
4539,507086,gate_30,0,False,False
4540,507220,gate_40,10,False,False
4541,507314,gate_30,61,False,False
4542,507340,gate_30,0,False,False
4543,507406,gate_40,45,True,False
4544,507589,gate_40,7,False,False
4545,507782,gate_40,15,True,False
4546,507848,gate_40,29,True,False
4547,507884,gate_30,207,True,True
4548,507902,gate_30,27,True,False
4549,508017,gate_30,11,False,False
4550,508147,gate_30,20,False,False
4551,508226,gate_30,43,True,True
4552,508253,gate_30,104,True,False
4553,508298,gate_40,15,False,False
4554,508401,gate_40,12,True,False
4555,508413,gate_30,9,True,False
4556,508575,gate_30,25,False,True
4557,508594,gate_30,21,False,False
4558,508621,gate_30,29,True,False
4559,508672,gate_40,17,True,False
4560,508691,gate_30,66,True,False
4561,508771,gate_40,5,False,False
4562,508803,gate_40,5,False,False
4563,508828,gate_40,11,False,False
4564,508864,gate_30,3,False,False
4565,509065,gate_30,51,True,False
4566,509084,gate_30,1,False,False
4567,509333,gate_40,0,False,False
4568,509493,gate_30,3,False,False
4569,509501,gate_30,4,False,False
4570,509550,gate_40,6,False,False
4571,509612,gate_30,6,False,False
4572,509629,gate_30,2,False,False
4573,509640,gate_30,10,False,False
4574,509651,gate_30,31,False,False
4575,509788,gate_30,1,False,False
4576,509807,gate_40,178,False,True
4577,509937,gate_40,112,True,False
4578,509945,gate_40,17,False,False
4579,509949,gate_30,87,True,True
4580,510082,gate_40,0,False,False
4581,510437,gate_40,19,True,False
4582,510693,gate_40,144,True,False
4583,510773,gate_40,23,False,False
4584,510798,gate_40,32,True,False
4585,510917,gate_40,375,True,True
4586,511000,gate_40,8,False,False
4587,511139,gate_40,11,False,False
4588,511168,gate_40,3,False,False
4589,511220,gate_30,3,False,False
4590,511402,gate_30,1,False,False
4591,511510,gate_30,119,True,False
4592,511737,gate_30,1425,True,True
4593,511792,gate_30,8,False,False
4594,511800,gate_40,52,True,False
4595,512053,gate_40,115,True,False
4596,512128,gate_40,16,False,False
4597,512530,gate_40,1,False,False
4598,512673,gate_30,105,True,False
4599,512717,gate_30,5,False,False
4600,512733,gate_30,158,True,True
4601,512755,gate_40,52,True,True
4602,512879,gate_40,11,False,False
4603,513068,gate_40,19,False,False
4604,513119,gate_40,13,False,False
4605,513140,gate_30,14,True,False
4606,513220,gate_30,11,False,False
4607,513452,gate_40,6,True,False
4608,513495,gate_40,0,False,False
4609,513773,gate_30,14,True,False
4610,513858,gate_40,428,True,False
4611,513986,gate_30,9,False,False
4612,514029,gate_30,22,True,False
4613,514049,gate_40,110,False,True
4614,514164,gate_30,13,False,False
4615,514239,gate_30,4,False,False
4616,514292,gate_30,24,False,False
4617,514380,gate_40,17,True,False
4618,514637,gate_30,2,True,False
4619,514669,gate_40,7,True,False
4620,514670,gate_30,4,False,False
4621,514779,gate_30,95,False,False
4622,514863,gate_30,140,True,False
4623,514962,gate_40,12,False,False
4624,515091,gate_40,28,False,False
4625,515408,gate_40,91,True,True
4626,515466,gate_30,111,True,True
4627,515504,gate_40,11,False,False
4628,515654,gate_40,1,False,False
4629,516407,gate_40,434,True,True
4630,516409,gate_40,314,True,True
4631,516443,gate_30,16,True,True
4632,516698,gate_30,2,False,False
4633,516857,gate_40,16,False,False
4634,517022,gate_40,15,False,True
4635,517027,gate_30,57,True,True
4636,517083,gate_30,82,True,True
4637,517143,gate_30,43,False,False
4638,517216,gate_30,11,True,False
4639,517243,gate_30,48,True,True
4640,517271,gate_30,4,False,False
4641,517279,gate_30,89,True,False
4642,517477,gate_40,28,False,False
4643,517530,gate_30,292,True,True
4644,517654,gate_40,25,False,False
4645,517843,gate_40,8,False,False
4646,518106,gate_40,8,False,False
4647,518153,gate_30,27,True,False
4648,518663,gate_30,49,False,False
4649,518748,gate_30,4,False,False
4650,518790,gate_40,0,False,False
4651,518931,gate_30,2,False,False
4652,519035,gate_40,235,True,True
4653,519116,gate_30,53,True,False
4654,519272,gate_30,30,False,True
4655,519520,gate_40,19,True,False
4656,519850,gate_40,361,True,True
4657,520069,gate_30,20,False,False
4658,520215,gate_30,1,False,False
4659,520537,gate_30,32,True,False
4660,520549,gate_40,12,False,False
4661,520692,gate_30,48,True,False
4662,520793,gate_30,1,False,False
4663,520992,gate_30,4,False,True
4664,521160,gate_30,4,False,False
4665,521347,gate_40,4,False,False
4666,521391,gate_30,42,True,False
4667,521449,gate_40,9,False,False
4668,521505,gate_30,2,False,False
4669,521614,gate_40,16,False,False
4670,521789,gate_30,1,False,False
4671,521799,gate_40,18,True,False
4672,521819,gate_30,145,True,False
4673,521895,gate_40,14,False,False
4674,521902,gate_30,24,True,False
4675,522049,gate_30,1,False,False
4676,522052,gate_40,23,True,True
4677,522064,gate_30,6,False,False
4678,522102,gate_30,23,True,False
4679,522105,gate_40,73,True,False
4680,522113,gate_40,1,False,False
4681,522253,gate_30,292,True,True
4682,522326,gate_30,2,False,False
4683,522662,gate_30,26,True,False
4684,522691,gate_30,67,True,True
4685,522699,gate_40,96,True,False
4686,522903,gate_40,17,False,False
4687,522944,gate_30,10,True,False
4688,523124,gate_40,32,True,False
4689,523128,gate_40,54,False,False
4690,523217,gate_30,34,True,False
4691,523401,gate_40,3,False,False
4692,523512,gate_30,38,True,False
4693,523666,gate_40,8,False,False
4694,523750,gate_30,4,False,False
4695,523788,gate_30,81,True,False
4696,523902,gate_40,2,False,False
4697,524029,gate_40,1,False,False
4698,524100,gate_40,8,True,False
4699,524302,gate_40,3,False,False
4700,524303,gate_30,8,False,False
4701,524314,gate_30,32,False,False
4702,524378,gate_30,20,False,False
4703,524508,gate_30,81,False,True
4704,524530,gate_40,4,True,False
4705,524584,gate_30,12,False,False
4706,524594,gate_30,249,True,True
4707,524618,gate_30,1,False,False
4708,524683,gate_40,67,True,False
4709,524831,gate_40,15,False,True
4710,524905,gate_30,3,False,False
4711,524964,gate_30,18,False,False
4712,525002,gate_40,2,False,False
4713,525085,gate_30,41,False,False
4714,525230,gate_40,90,True,False
4715,525341,gate_40,23,True,False
4716,525364,gate_40,8,False,False
4717,525375,gate_30,39,True,False
4718,525378,gate_40,26,False,False
4719,525482,gate_30,2,False,False
4720,525638,gate_40,6,False,False
4721,525709,gate_40,678,True,True
4722,526097,gate_30,76,True,False
4723,526141,gate_30,3,False,False
4724,526184,gate_30,147,True,True
4725,526230,gate_40,1,False,False
4726,526265,gate_40,36,True,True
4727,526269,gate_40,8,False,True
4728,526311,gate_40,4,False,False
4729,526324,gate_40,367,True,True
4730,526339,gate_30,10,False,False
4731,526419,gate_30,38,True,True
4732,526620,gate_30,155,True,True
4733,526724,gate_40,4,False,False
4734,526839,gate_40,125,True,True
4735,526897,gate_30,11,False,False
4736,527003,gate_30,0,False,False
4737,527039,gate_40,0,False,False
4738,527388,gate_30,9,False,False
4739,527412,gate_30,5,False,False
4740,527504,gate_40,2,False,False
4741,527573,gate_40,1,False,False
4742,527619,gate_40,64,True,False
4743,528056,gate_30,15,False,False
4744,528257,gate_30,9,False,False
4745,528276,gate_40,0,False,False
4746,528299,gate_30,2,False,False
4747,528412,gate_30,3,False,False
4748,528526,gate_40,22,True,False
4749,528792,gate_30,16,True,True
4750,528803,gate_30,18,False,False
4751,528849,gate_30,115,True,True
4752,529059,gate_40,16,True,False
4753,529255,gate_30,29,True,False
4754,529463,gate_40,15,False,False
4755,529495,gate_30,64,True,True
4756,529582,gate_40,2,False,False
4757,529786,gate_30,144,True,True
4758,529804,gate_40,2,False,False
4759,530015,gate_40,82,True,True
4760,530075,gate_40,46,True,True
4761,530116,gate_40,41,True,False
4762,530117,gate_30,23,False,False
4763,530201,gate_30,0,False,False
4764,530231,gate_30,10,False,False
4765,530240,gate_30,22,False,False
4766,530345,gate_40,21,True,True
4767,530614,gate_40,90,True,False
4768,530653,gate_40,179,False,True
4769,530694,gate_30,6,False,False
4770,530842,gate_40,17,False,False
4771,530876,gate_40,1,False,False
4772,530896,gate_30,1,False,False
4773,531266,gate_40,34,True,False
4774,531304,gate_40,1,False,False
4775,531402,gate_40,32,False,False
4776,531482,gate_40,60,False,False
4777,531816,gate_30,20,True,False
4778,531861,gate_40,0,True,False
4779,531977,gate_40,4,False,False
4780,531994,gate_40,16,False,False
4781,532082,gate_30,31,True,False
4782,532160,gate_40,22,True,False
4783,532499,gate_40,2,False,False
4784,532674,gate_30,79,False,False
4785,532676,gate_40,4,False,False
4786,533016,gate_30,1,False,False
4787,533059,gate_30,279,True,True
4788,533167,gate_30,40,True,False
4789,533236,gate_40,11,False,False
4790,533260,gate_30,0,False,False
4791,533273,gate_40,6,False,False
4792,533289,gate_30,166,True,True
4793,533366,gate_40,71,True,False
4794,533446,gate_40,12,True,False
4795,533481,gate_30,44,True,False
4796,533530,gate_30,9,True,False
4797,533636,gate_30,17,False,False
4798,533763,gate_40,3,False,False
4799,533907,gate_30,2,False,False
4800,534101,gate_40,1,False,False
4801,534298,gate_30,9,False,False
4802,534386,gate_30,6,True,False
4803,534422,gate_40,1,False,False
4804,534440,gate_30,15,False,False
4805,534470,gate_40,5,False,False
4806,534496,gate_40,5,False,False
4807,534858,gate_40,5,False,False
4808,535080,gate_40,41,False,False
4809,535082,gate_30,648,True,True
4810,535174,gate_30,510,True,True
4811,535347,gate_30,0,False,False
4812,535349,gate_40,4,False,False
4813,535405,gate_30,178,True,True
4814,535769,gate_40,6,False,False
4815,535807,gate_40,2,False,False
4816,535938,gate_30,171,True,False
4817,536008,gate_30,14,False,False
4818,536031,gate_30,13,False,True
4819,536100,gate_30,34,False,False
4820,536128,gate_40,1,False,False
4821,536200,gate_40,32,True,True
4822,536246,gate_40,64,True,False
4823,536694,gate_30,18,True,False
4824,536729,gate_40,39,True,True
4825,536733,gate_30,0,False,False
4826,536909,gate_30,15,False,False
4827,536933,gate_30,8,False,False
4828,536935,gate_40,94,True,False
4829,536950,gate_40,4,False,False
4830,537076,gate_30,227,True,True
4831,537115,gate_40,88,True,False
4832,537147,gate_30,20,False,False
4833,537162,gate_40,11,False,False
4834,537169,gate_30,149,True,False
4835,537231,gate_40,0,False,False
4836,537240,gate_40,285,True,True
4837,537286,gate_30,2,False,False
4838,537452,gate_30,60,True,False
4839,537598,gate_30,24,True,False
4840,537640,gate_40,11,False,False
4841,537693,gate_30,6,True,False
4842,537775,gate_30,2,False,False
4843,537793,gate_40,0,False,False
4844,537925,gate_40,0,False,False
4845,537956,gate_30,1,False,False
4846,538009,gate_30,21,False,False
4847,538024,gate_30,34,True,False
4848,538301,gate_40,3,False,False
4849,538350,gate_40,80,True,False
4850,538644,gate_30,8,True,False
4851,538989,gate_30,0,False,False
4852,539239,gate_40,4,False,False
4853,539267,gate_30,3,False,False
4854,539324,gate_30,12,True,False
4855,539337,gate_40,10,False,False
4856,539833,gate_30,1,False,False
4857,539962,gate_30,25,False,True
4858,540078,gate_30,0,False,False
4859,540172,gate_30,12,True,False
4860,540222,gate_30,29,False,False
4861,540351,gate_40,9,True,False
4862,540372,gate_30,9,True,False
4863,540428,gate_40,35,True,False
4864,540638,gate_40,577,True,True
4865,540658,gate_30,8,False,False
4866,540671,gate_30,10,False,False
4867,540836,gate_40,2,False,False
4868,540886,gate_30,16,True,False
4869,540924,gate_40,10,False,False
4870,541088,gate_30,40,True,False
4871,541130,gate_30,7,False,False
4872,541191,gate_30,29,False,False
4873,541248,gate_40,2,False,False
4874,541353,gate_40,2,False,False
4875,541533,gate_40,8,True,False
4876,541573,gate_30,100,True,True
4877,541577,gate_30,209,True,True
4878,541719,gate_40,293,True,True
4879,542057,gate_40,15,False,True
4880,542076,gate_40,1,False,False
4881,542201,gate_30,19,False,False
4882,542205,gate_30,188,True,False
4883,542306,gate_40,5,True,False
4884,542492,gate_40,31,True,False
4885,542521,gate_30,16,False,False
4886,542530,gate_30,78,False,True
4887,542663,gate_40,7,False,False
4888,542664,gate_30,17,True,False
4889,542775,gate_40,19,True,False
4890,542868,gate_40,0,False,False
4891,542871,gate_30,81,True,True
4892,542926,gate_30,5,False,False
4893,542930,gate_30,75,True,True
4894,542980,gate_30,18,True,False
4895,543158,gate_30,3,False,False
4896,543179,gate_40,164,False,False
4897,543382,gate_30,20,False,False
4898,543385,gate_40,32,True,False
4899,543397,gate_40,103,True,True
4900,543604,gate_40,15,False,False
4901,543616,gate_40,40,False,False
4902,543865,gate_30,17,False,False
4903,543934,gate_40,4,False,False
4904,544203,gate_40,4,True,False
4905,544222,gate_30,0,False,False
4906,544583,gate_40,12,False,False
4907,544615,gate_30,19,True,False
4908,544658,gate_40,6,False,True
4909,544703,gate_30,93,True,False
4910,544780,gate_40,94,True,False
4911,544919,gate_30,8,False,False
4912,544978,gate_40,28,True,True
4913,545041,gate_30,51,True,False
4914,545138,gate_30,24,True,False
4915,545293,gate_40,1,False,False
4916,545325,gate_40,2,False,False
4917,545616,gate_30,40,False,False
4918,545973,gate_40,88,True,False
4919,546199,gate_40,0,False,False
4920,546260,gate_40,6,False,False
4921,546263,gate_40,67,True,True
4922,546403,gate_40,12,False,False
4923,546712,gate_40,14,True,False
4924,546966,gate_30,1,False,False
4925,547035,gate_30,95,True,False
4926,547184,gate_40,10,False,False
4927,547337,gate_30,49,True,True
4928,547342,gate_40,11,False,False
4929,547375,gate_30,5,False,False
4930,547529,gate_40,9,False,False
4931,547550,gate_40,12,False,False
4932,547638,gate_30,3,False,False
4933,547778,gate_30,4,False,False
4934,547924,gate_40,51,False,False
4935,547943,gate_30,43,False,False
4936,547979,gate_30,4,False,False
4937,548124,gate_40,16,False,False
4938,548151,gate_40,15,True,False
4939,548241,gate_40,100,True,True
4940,548293,gate_40,6,False,False
4941,548319,gate_40,6,False,False
4942,548456,gate_40,73,True,False
4943,548545,gate_40,3,True,False
4944,548563,gate_40,54,True,False
4945,548574,gate_40,71,True,False
4946,548581,gate_40,7,False,False
4947,548648,gate_30,10,False,False
4948,548659,gate_40,9,False,False
4949,549134,gate_40,5,False,False
4950,549228,gate_30,61,True,False
4951,549310,gate_40,29,True,False
4952,549463,gate_30,75,True,False
4953,549473,gate_30,185,True,True
4954,549511,gate_30,1,False,False
4955,549771,gate_40,29,True,False
4956,550023,gate_30,12,False,True
4957,550031,gate_40,5,False,False
4958,550146,gate_30,98,True,True
4959,550159,gate_30,4,False,False
4960,550216,gate_40,55,True,True
4961,550292,gate_30,3,True,False
4962,550420,gate_30,6,False,False
4963,550581,gate_40,287,True,True
4964,550714,gate_40,24,False,False
4965,550923,gate_30,1,False,False
4966,550945,gate_40,738,True,True
4967,551119,gate_30,5,False,False
4968,551122,gate_40,13,False,False
4969,551295,gate_30,0,False,False
4970,551532,gate_30,96,True,False
4971,551540,gate_30,6,False,False
4972,551560,gate_30,5,False,False
4973,551678,gate_30,54,True,False
4974,551875,gate_30,44,True,False
4975,551957,gate_40,154,True,False
4976,551975,gate_40,7,False,False
4977,552000,gate_30,67,True,False
4978,552024,gate_30,32,True,False
4979,552396,gate_40,584,True,True
4980,552566,gate_40,10,False,False
4981,552639,gate_30,7,False,False
4982,552688,gate_30,2,False,False
4983,552973,gate_40,8,False,False
4984,553105,gate_30,57,True,False
4985,553246,gate_30,6,False,False
4986,553363,gate_40,153,True,False
4987,553514,gate_40,8,False,False
4988,553805,gate_40,0,False,False
4989,553909,gate_30,25,False,False
4990,553983,gate_30,58,True,True
4991,554028,gate_30,83,True,False
4992,554066,gate_40,140,True,False
4993,554171,gate_30,23,True,False
4994,554194,gate_40,25,False,False
4995,554324,gate_30,6,False,False
4996,554508,gate_30,5,False,False
4997,554545,gate_30,3,False,False
4998,554643,gate_30,27,True,False
4999,554682,gate_30,12,False,False
5000,554897,gate_40,281,True,True
5001,554907,gate_40,3,False,False
5002,554961,gate_30,74,True,True
5003,555151,gate_30,17,False,False
5004,555176,gate_30,1,False,False
5005,555184,gate_30,57,True,False
5006,555294,gate_40,2,False,False
5007,555354,gate_40,9,True,False
5008,555361,gate_40,6,False,False
5009,555407,gate_40,204,True,True
5010,555607,gate_40,13,True,False
5011,555736,gate_40,1,False,False
5012,555770,gate_40,2,False,False
5013,555826,gate_30,44,True,True
5014,555862,gate_30,4,False,False
5015,555975,gate_30,302,True,True
5016,556359,gate_30,1,False,False
5017,556396,gate_40,44,True,False
5018,556827,gate_40,0,False,False
5019,556993,gate_40,18,True,True
5020,557185,gate_30,42,True,False
5021,557265,gate_40,8,False,False
5022,557327,gate_30,13,False,True
5023,557364,gate_40,99,True,False
5024,557457,gate_40,4,True,False
5025,557490,gate_40,20,False,False
5026,557493,gate_30,3,False,False
5027,557603,gate_40,21,True,False
5028,557754,gate_40,441,False,True
5029,557801,gate_30,20,False,False
5030,558067,gate_30,122,True,False
5031,558116,gate_40,44,True,False
5032,558183,gate_30,2,False,False
5033,558222,gate_30,120,True,True
5034,558377,gate_40,36,False,False
5035,558602,gate_40,26,True,True
5036,558747,gate_30,1,False,False
5037,558786,gate_30,30,True,False
5038,558909,gate_40,49,True,True
5039,559285,gate_40,14,False,False
5040,559330,gate_30,7,False,False
5041,559354,gate_40,42,True,False
5042,559410,gate_40,13,False,False
5043,559422,gate_30,3,False,False
5044,559483,gate_40,47,False,False
5045,559565,gate_40,12,True,False
5046,559578,gate_40,0,False,False
5047,559696,gate_30,1,False,False
5048,559769,gate_40,1,False,False
5049,559980,gate_40,212,True,True
5050,560426,gate_40,45,True,False
5051,560839,gate_30,7,False,False
5052,560899,gate_40,13,False,False
5053,560961,gate_40,20,False,False
5054,561004,gate_30,2,False,False
5055,561311,gate_30,16,True,False
5056,561575,gate_30,91,True,False
5057,561657,gate_30,20,False,False
5058,561750,gate_30,306,True,True
5059,561835,gate_30,7,False,False
5060,562040,gate_40,8,False,False
5061,562066,gate_30,4,False,False
5062,562075,gate_40,18,True,False
5063,562165,gate_30,1,False,False
5064,562464,gate_30,21,True,False
5065,562538,gate_40,121,True,False
5066,562540,gate_30,5,True,False
5067,562642,gate_40,3,False,False
5068,562705,gate_40,42,True,False
5069,562708,gate_40,49,True,False
5070,562813,gate_30,4,False,False
5071,562854,gate_30,136,True,True
5072,562865,gate_30,161,True,True
5073,562948,gate_30,28,False,False
5074,562958,gate_40,1,False,False
5075,562961,gate_40,6,False,False
5076,562994,gate_30,88,True,False
5077,563063,gate_30,0,False,False
5078,563157,gate_40,29,True,False
5079,563263,gate_30,11,False,False
5080,563277,gate_30,47,True,True
5081,563425,gate_30,221,True,True
5082,563510,gate_40,20,True,True
5083,563551,gate_30,3,False,False
5084,563593,gate_30,8,False,False
5085,563614,gate_40,13,True,False
5086,563746,gate_40,68,True,False
5087,563929,gate_30,10,False,False
5088,563935,gate_40,20,True,False
5089,563974,gate_40,8,False,False
5090,564015,gate_30,0,False,False
5091,564070,gate_40,0,False,False
5092,564195,gate_40,30,True,False
5093,564356,gate_40,19,False,False
5094,564430,gate_40,12,False,False
5095,564478,gate_30,143,True,True
5096,564634,gate_30,18,False,False
5097,564776,gate_30,1,False,False
5098,565076,gate_30,15,False,False
5099,565135,gate_40,49,True,False
5100,565432,gate_40,15,False,False
5101,565543,gate_30,5,False,False
5102,565816,gate_30,44,True,True
5103,565857,gate_40,5,False,False
5104,565884,gate_30,169,True,False
5105,565935,gate_40,69,True,False
5106,565942,gate_40,30,True,True
5107,566025,gate_40,104,True,True
5108,566065,gate_30,118,False,True
5109,566072,gate_40,40,True,False
5110,566249,gate_40,21,True,True
5111,566360,gate_40,7,True,False
5112,566466,gate_40,19,True,False
5113,566488,gate_40,7,False,False
5114,566527,gate_40,21,False,False
5115,566556,gate_40,76,True,True
5116,566669,gate_30,1,False,False
5117,566738,gate_30,1,False,False
5118,566923,gate_40,64,True,False
5119,566940,gate_40,38,True,False
5120,566961,gate_30,91,True,True
5121,567002,gate_30,3,True,False
5122,567113,gate_30,6,False,False
5123,567149,gate_40,3,False,False
5124,567154,gate_40,4,False,True
5125,567205,gate_30,56,False,False
5126,567234,gate_40,3,False,False
5127,567425,gate_30,4,False,False
5128,567448,gate_40,3,False,True
5129,567500,gate_30,158,True,False
5130,567550,gate_40,25,False,False
5131,567588,gate_40,10,False,False
5132,567623,gate_40,0,False,False
5133,567661,gate_40,52,True,False
5134,567762,gate_40,28,True,False
5135,567814,gate_40,12,False,False
5136,568003,gate_40,22,False,False
5137,568608,gate_30,17,False,False
5138,568777,gate_30,13,False,False
5139,568884,gate_30,4,False,True
5140,569015,gate_40,1,False,False
5141,569176,gate_40,17,True,False
5142,569354,gate_30,1,False,False
5143,569401,gate_40,18,False,False
5144,569409,gate_40,236,True,False
5145,569499,gate_40,2,False,False
5146,569648,gate_40,158,True,True
5147,569680,gate_40,1,False,False
5148,569700,gate_40,112,True,True
5149,569757,gate_30,1,False,False
5150,569972,gate_30,18,True,False
5151,570102,gate_30,53,True,False
5152,570180,gate_30,34,True,False
5153,570212,gate_40,23,False,False
5154,570288,gate_40,2,False,False
5155,570289,gate_40,11,True,False
5156,570424,gate_30,28,False,False
5157,570763,gate_40,52,False,False
5158,571386,gate_40,1,False,False
5159,571464,gate_30,25,True,False
5160,571504,gate_40,70,True,False
5161,571513,gate_40,5,False,False
5162,571560,gate_40,15,False,False
5163,571676,gate_40,39,True,False
5164,571824,gate_40,85,False,False
5165,571912,gate_30,3,False,False
5166,571987,gate_30,11,False,False
5167,572254,gate_30,1,False,False
